,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36387402,0.34308076,0.40326348,0.0,0.39860997,0.39193714,0.0,0.0,0.37711877,0.24048533,0.0,0.3599667,0.40015796,0.0,0.387458,0.4020637,0.0,0.35686326,0.0,0.3642749
SAR324_clade(Marine_group_B),0.34371218,0.3411974,0.0,0.0,0.0,0.0,0.0,0.3519793,0.0,0.40617728,0.39860997,0.0,0.39996314,0.0,0.0,0.3045294,0.28943002,0.0,0.0,0.35729277,0.0,0.0,0.37725985,0.0,0.0,0.0,0.32805884
Syntrophobacteraceae,0.3700716,0.0,0.0,0.0,0.0,0.4064666,0.0,0.29406136,0.0,0.30411965,0.39193714,0.39996314,0.0,0.40622154,0.3136126,0.0,0.40157682,0.0,0.0,0.34746677,0.0,0.23677091,0.295735,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.23876831,0.38729963,0.0,0.35973915,0.0,0.0,0.31977788,0.0,0.0,0.40622154,0.0,0.0,0.29128963,0.0,0.0,0.0,0.0,0.24439016,0.0,0.0,0.30314112,0.32159027,0.31074762,0.3362516
Gracilibacteraceae,0.3206122,0.0,0.0,0.3785072,0.0,0.30672073,0.0,0.0,0.0,0.27081263,0.0,0.0,0.3136126,0.0,0.0,0.2674606,0.0,0.0,0.3054612,0.0,0.33446857,0.0,0.40799066,0.27457422,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.3981807,0.0,0.0,0.0,0.0,0.0,0.32151803,0.34960896,0.0,0.39342928,0.37711877,0.3045294,0.0,0.29128963,0.2674606,0.0,0.30219108,0.0,0.0,0.31753618,0.0,0.0,0.39050066,0.3399185,0.0,0.0,0.32954076
Syntrophorhabdaceae,0.0,0.34253302,0.40243524,0.0,0.3857504,0.0,0.27822545,0.3302751,0.37737444,0.28846768,0.24048533,0.28943002,0.40157682,0.0,0.0,0.30219108,0.0,0.25541505,0.4060067,0.0,0.31081426,0.38444152,0.0,0.0,0.0,0.0,0.273449
Synergistaceae,0.0,0.30465287,0.41023487,0.38090742,0.36842525,0.2919949,0.0,0.0,0.3856667,0.37186328,0.0,0.0,0.0,0.0,0.0,0.0,0.25541505,0.0,0.0,0.0,0.2892213,0.0,0.0,0.0,0.0,0.39278582,0.0
Prolixibacteraceae,0.37418032,0.0,0.35913822,0.0,0.0,0.25800586,0.30477956,0.2852819,0.31338793,0.32496136,0.3599667,0.0,0.0,0.0,0.3054612,0.0,0.4060067,0.0,0.0,0.0,0.39953747,0.35485646,0.0,0.29401758,0.27140233,0.0,0.0
Methanosaetaceae,0.3886349,0.3982843,0.0,0.0,0.0,0.0,0.0,0.36886796,0.0,0.30568007,0.40015796,0.35729277,0.34746677,0.0,0.0,0.31753618,0.0,0.0,0.0,0.0,0.0,0.35296485,0.38157225,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.30404213,0.2812383,0.33281764,0.3975119,0.3703694,0.34911886,0.0,0.35547698,0.35958073,0.0,0.0,0.0,0.24439016,0.33446857,0.0,0.31081426,0.2892213,0.39953747,0.0,0.0,0.0,0.0,0.36260587,0.3770608,0.386128,0.36558002
Methanoregulaceae,0.0,0.0,0.28513446,0.0,0.2750934,0.0,0.0,0.38748655,0.0,0.293069,0.387458,0.0,0.23677091,0.0,0.0,0.0,0.38444152,0.0,0.35485646,0.35296485,0.0,0.0,0.0,0.0,0.2860107,0.0,0.0
Geobacteraceae,0.40626892,0.0,0.0,0.0,0.0,0.3981035,0.0,0.36018324,0.3456169,0.0,0.4020637,0.37725985,0.295735,0.0,0.40799066,0.39050066,0.0,0.0,0.0,0.38157225,0.0,0.0,0.0,0.0,0.0,0.3992638,0.0
SBR1031,0.0,0.0,0.0,0.3804652,0.0,0.0,0.39607453,0.0,0.3829918,0.369771,0.0,0.0,0.0,0.30314112,0.27457422,0.3399185,0.0,0.0,0.29401758,0.0,0.36260587,0.0,0.0,0.0,0.0,0.34282118,0.0
Pedosphaeraceae,0.3403757,0.0,0.29000223,0.0,0.0,0.0,0.0,0.3269845,0.38567016,0.37445506,0.35686326,0.0,0.0,0.32159027,0.0,0.0,0.0,0.0,0.27140233,0.0,0.3770608,0.2860107,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.35328004,0.24277411,0.36012232,0.0,0.0,0.0,0.0,0.34078124,0.40758884,0.0,0.0,0.0,0.31074762,0.0,0.0,0.0,0.39278582,0.0,0.0,0.386128,0.0,0.3992638,0.34282118,0.0,0.0,0.0
Kosmotogaceae,0.0,0.37831122,0.0,0.0,0.37956774,0.0,0.33285406,0.36875108,0.0,0.41033655,0.3642749,0.32805884,0.0,0.3362516,0.0,0.32954076,0.273449,0.0,0.0,0.0,0.36558002,0.0,0.0,0.0,0.0,0.0,0.0
